SEC Region,Organization CRD#,Additional CRD Number,Total number of additional CRD numbers,SEC#,Firm Type,CIK#,Total number of CIK numbers,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Private Residence Flag,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,Mail Office Private Residence Flag,Chief Compliance Officer Name,Chief Compliance Officer Other Titles,Chief Compliance Officer Telephone,Chief Compliance Officer Facsimile,Chief Compliance Officer Street Address 1,Chief Compliance Officer Street Address 2,Chief Compliance Officer City,Chief Compliance Officer State,Chief Compliance Officer Country,Chief Compliance Officer Postal Code,Chief Compliance Officer E-mail,Name of the other person compensating CCO,EIN of the Other person compensating CCO,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,1I,Website Address,Total Number of Website Addresses,Location of Books and Records Street Address 1,Location of Books and Records Street Address 2,Location of Books and Records City,Location of Books and Records State,Location of Books and Records Country,Location of Books and Records Postal Code,Total Number of Books and Records Locations,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),Count of IA Affiliates,Count of IA/BD Affiliates,Count of BD Affiliates,Control/Controlled by Related Person,Under Common Control,Share Supervised Persons,Share Location,7B,Count of Private Funds - 7B(1),Any PFs a Master,Any Hedge Funds,Total number of Hedge funds,Any Liquidity Funds,Total number of Liquidity funds,Any PE Funds,Total number of PE funds,Any Real Estate Funds,Total number of Real Estate funds,Any Securitized Funds,Total number of Securitized funds,Any VC Funds,Total number of VC funds,Any Other Funds,Total number of Other funds,Total Gross Assets of Private Funds,Count of Private Funds - 7B(2),10A,Count of Control person Public Reporting Company,11,11A(1),Count of 11A(1) disclosures,11A(2),Count of 11A(2) disclosures,11B(1),Count of 11B(1) disclosures,11B(2),Count of 11B(2) disclosures,11C(1),Count of 11C(1) disclosures,11C(2),Count of 11C(2) disclosures,11C(3),Count of 11C(3) disclosures,11C(4),Count of 11C(4) disclosures,11C(5),Count of 11C(5) disclosures,11D(1),Count of 11D(1) disclosures,11D(2),Count of 11D(2) disclosures,11D(3),Count of 11D(3) disclosures,11D(4),Count of 11D(4) disclosures,11D(5),Count of 11D(5) disclosures,11E(1),Count of 11E(1) disclosures,11E(2),Count of 11E(2) disclosures,11E(3),Count of 11E(3) disclosures,11E(4),Count of 11E(4) disclosures,11F,Count of 11F disclosures,11G,Count of 11G disclosures,11H(1)(a),Count of 11H(1)(a) disclosures,11H(1)(b),Count of 11H(1)(b) disclosures,11H(1)(c),Count of 11H(1)(c) disclosures,11H(2),Count of 11H(2) disclosures,12A,12B(1),12B(2),12C(1),12C(2)
HQ,312290,,,802-121609,ERA,,,AVEDON CAPITAL PARTNERS B.V.,AVEDON CAPITAL PARTNERS B.V.,APOLLOLAAN 171 G,,AMSTERDAM,,Netherlands,1077 AS,N,+31 (0)20 568 2626,,1,,,,,,,,LUUK WIERINGH,,+31 (0)20 5682 626,,APOLLOLAAN 171 G,,AMSTERDAM,,Netherlands,1077 AS,LUUK.WIERINGH@AVEDONCAPITAL.COM,,,ERA - Active,5/27/2021,,3/21/2025,21-Oct,Y,https://www.linkedin.com/company/avedon-capital-partners,2,,,,,,,0,Y,N,N,,724500URGT25DFIOAY68,N,Y,N,Other (specify),PRIVATE LIMITED LIABILITY COMPANY,DECEMBER,,Netherlands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,N,N,Y,4,Y,N,,N,,Y,4,N,,N,,N,,N,,"813,853,510.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
FWRO,288854,,,802-115067,ERA,,,"RIVERWALK CAPITAL, LLC","RIVERWALK CAPITAL, LLC",110 E. HOUSTON STREET,3RD FLOOR,SAN ANTONIO,TX,United States,78205,N,210-865-3782,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/26/2019,,5/8/2025,21-Oct,Y,https://geekdomfund.com/,2,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,TX,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,Y,Y,Y,2,N,N,,N,,N,,N,,N,,Y,2,N,,"54,032,706.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,282893,,,802-107944,ERA,,,PENFUND MANAGEMENT LIMITED,PENFUND MANAGEMENT LIMITED,"333 BAY STREET, SUITE 610",ONTARIO,TORONTO,,Canada,M5H 2R2,N,416-865-0707,416-364-4149,0,,,,,,,,TONY HOWARD,CHIEF OPERATING OFFICER,647-203-3705,416-364-4149,333 BAY STREET,SUITE 610,TORONTO,,Canada,M5H 2R2,THOWARD@PENFUND.COM,,,ERA - Active,6/1/2016,,3/27/2025,21-Oct,Y,HTTP://WWW.PENFUND.COM,2,,,,,,,0,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Canada,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,Y,Y,Y,Y,4,N,N,,N,,Y,4,N,,N,,N,,N,,"801,138,014.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,157417,,,802-77763,ERA,1519428,4,PRUSIK INVESTMENT MANAGEMENT LLP,PRUSIK INVESTMENT MANAGEMENT LLP,"31 ST.GEORGE STREET, 2ND FLOOR",,LONDON,,United Kingdom,W1S 2FJ,N,44 20 7493 1331,44 20 7493 1770,1,,,,,,,,KAMALJIT KAUR JASPAL,COMPLIANCE OFFICER,44 20 72976850,44 20 7493 1770,"31 ST.GEORGE STREET, 2ND FLOOR",,LONDON,,United Kingdom,W1S 2FL,KAM.JASPAL@PRUSIKIM.COM,,,ERA - Active,3/12/2013,,6/11/2025,21-Oct,Y,HTTP://WWW.PRUSIKIM.CO.UK,1,2ND FLOOR,31 ST. GEORGE STREET,LONDON,,United Kingdom,W1S2FL,3,Y,N,N,,549300CFHC1ZST19O784,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0,Y,N,N,N,Y,1,N,N,,N,,N,,N,,N,,N,,Y,1,"744,477,815.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,284023,,,802-107920,ERA,,,Q FUND MANAGEMENT (HONG KONG) LIMITED,Q FUND MANAGEMENT (HONG KONG) LIMITED,"UNIT 1602, 16/F, INFINITUS PLAZA",199 DES VOEUX ROAD CENTRAL,HONG KONG,,Hong Kong,00000,N,+852 3708 9100,+852 3708 8510,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,5/27/2016,,2/10/2025,21-Oct,Y,HTTP://WWW.QFM.HK,1,5TH FLOOR HARBOUR PLACE PO BOX 30464,"103 SOUTH CHURCH STREET, GEORGE TOWN",GRAND CAYMAN KY1-1202,,Cayman Islands,00000,1,Y,N,N,,254900GA6AZLIN3S7G45,N,Y,N,Corporation,,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,1,0,0,Y,Y,Y,Y,Y,4,Y,Y,3,N,,Y,1,N,,N,,N,,N,,"271,306,693.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,300813,,,802-118524,ERA,300813,1,NEUBERGER BERMAN AIFM LUXEMBOURG SARL,NEUBERGER BERMAN AIFM SARL,31 RUE SAINTE ZITHE,,LUXEMBOURG,,Luxembourg,L-2763,N,0035227866453,,2,,,,,,,,STANISLAS JOSE FRANCOIS KERVYN DE MARCKE TEN DRIESSCHE,CONDUCTING OFFICER,0035227866448,,31 RUE SAINTE ZITHE,,LUXEMBOURG,,Luxembourg,L-2763,STANISLAS.KERVYN@NB.COM,,,ERA - Active,3/25/2020,,4/30/2025,21-Oct,Y,http://WWW.NB.com.EU/EN/LU/institutions,4,235 WEST GALENA STREET,,MILWAUKEE,MI,United States,53212,7,Y,N,N,,5493008179E0E847KS54,N,Y,N,Other (specify),LUXEMBOURG SOCIETE A RESPONSABILITE LIMITIEE,DECEMBER,,Luxembourg,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,3,1,0,Y,Y,N,N,Y,2,N,N,,N,,Y,2,N,,N,,N,,N,,"384,536,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,171028,,,802-132791,ERA,,,FUEL CAPITAL,"FUEL CAPITAL MANAGEMENT COMPANY, LLC",440 N BARRANCA AVE,#4275,COVINA,CA,United States,91723,N,206 915-8212,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,4/15/2025,,4/15/2025,21-Oct,Y,HTTP://WWW.FUELCAPITAL.COM,1,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,Y,Y,Y,5,N,N,,N,,N,,N,,N,,Y,5,N,,"234,352,216.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,313868,,,802-131981,ERA,,,CAXTON (MONACO) S.A.M.,CAXTON (MONACO) S.A.M.,GILDO PASTOR CENTER,"NUMBER 4, 9TH FLOOR OF BLOCK A",MONACO,,Monaco,98000,N,44-207-647-4062,,0,,,,,,,,BENJAMIN OHLY,,+44 207 647 4062,,20 CARLTON HOUSE TERRACE,2ND FLOOR,LONDON,,United Kingdom,SW1Y 5AN,BOHLY@CAXTON.COM,,,ERA - Active,1/15/2025,,4/25/2025,21-Oct,Y,https://www.linkedin.com/company/caxton-associates,2,"20 CARLTON HOUSE TERRACE, 2ND FLOOR",,LONDON,,United Kingdom,SW1Y 5AN,3,Y,N,N,,549300DLZDNDYDLHP227,N,Y,N,Other (specify),LIMITED COMPANY,DECEMBER,,Monaco,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,4,0,0,Y,Y,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,1,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,289101,,,802-110944,ERA,,,WATERFRONT INTERNATIONAL LTD.,WATERFRONT INTERNATIONAL LTD.,240 RICHMOND ST. W.,,"TORONTO, ONTARIO",,Canada,M5V 1V6,N,416-637-3330,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,6/30/2017,,3/14/2025,21-Oct,Y,http://www.wil.com/,1,,,,,,,0,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,2,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
ARO,311600,,,802-120204,ERA,,,BULLVC FUND MANAGEMENT LLC,BULLVC FUND MANAGEMENT LLC,"5141 VIRGINIA WAY, SUITE 100",,BRENTWOOD,TN,United States,37027,N,(415) 741-1149,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,12/21/2020,,2/17/2025,21-Oct,Y,https://www.bullvc.com/,1,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,TN,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,N,N,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"37,875,294.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,332363,,,802-130897,ERA,,,"WATERTON COPPER MANAGEMENT, INC.","WATERTON COPPER MANAGEMENT, INC.",2 BLOOR STREET EAST,SUITE 1530,"TORONTO, ONTARIO",,Canada,M4W 1A8,N,416-504-3507,,0,,,,,,,,RICHARD WELLS,CHIEF FINANCIAL OFFICER,(416) 504-3507,,2 BLOOR STREET EAST,SUITE 1530,"TORONTO, ONTARIO",,Canada,M4W 1A8,RWELLS@WATERTONGLOBAL.COM,,,ERA - Active,7/10/2024,,2/5/2025,21-Oct,N,,0,,,,,,,0,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,Y,Y,Y,1,N,N,,N,,Y,1,N,,N,,N,,N,,"466,700,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,162779,,,802-108757,ERA,,,ZEBEDEE CAPITAL PARTNERS LLP,ZEBEDEE CAPITAL PARTNERS LLP,120 PALL MALL,,LONDON,,United Kingdom,SW1F 5EA,N,0044 207 440 1600,,1,,,,,,,Y,FIONA CUNNANE,CHIEF COMPLIANCE OFFICER,0044 207 440 1609,,120 PALL MALL,,LONDON,,United Kingdom,SW1Y 5EA,FCUNNANE@ZEBEDEECAPITAL.COM,,,ERA - Active,11/27/2016,,1/16/2025,21-Oct,Y,HTTP://WWW.ZEBEDEECAPITAL.COM,1,35 SHELBOURNE ROAD,BALLSBRIDGE,DUBLIN,,Ireland,DO4A 4EO,1,Y,N,N,,213800AD3XR44DHTHP08,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,2,N,Y,2,N,,N,,N,,N,,N,,N,,"1,548,750,243.00",1,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
MIRO,210523,,,802-115178,ERA,,,ATOMIC LABS,"ATOMIC LABS, LLC",215 NW 24TH STREET,SUITE 700,MIAMI,FL,United States,33127,N,3053175044,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/29/2019,,3/26/2025,21-Oct,Y,https://www.atomic.vc,12,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,Y,Y,Y,3,N,N,,N,,N,,N,,N,,Y,3,N,,"329,521,259.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,286096,,,802-110212,ERA,,,VALUEQUEST CAPITAL LLP,VALUEQUEST CAPITAL LLP,"LEVEL 8, DLF CENTRE,","SANSAD MARG, CONNAUGHT PLACE,",NEW DELHI,,India,110001,N,+91 11 61289180,+91 11 61289001,0,,,,,,,,DEEPAK SOGANI,,+91 9313630708,,"LEVEL 8, DLF CENTRE,","SANSAD MARG, CONNAUGHT PLACE,",NEW DELHI,,India,110001,DEEPAK@VALUEQUESTCAPITAL.COM,,,ERA - Active,3/16/2017,,6/27/2025,21-Oct,Y,HTTP://WWW.VALUEQUESTCAPITAL.COM,1,,,,,,,0,Y,N,N,,,N,Y,N,Limited Liability Partnership,,MARCH,,India,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0,N,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,1,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
BRO,316300,,,802-129036,ERA,,,"CEI VENTURES, INC.","CEI VENTURES, INC.",30 FEDERAL STREET,SUITE 400,BRUNSWICK,ME,United States,04011,N,207-504-5900,207-882-7308,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,10/10/2023,,3/6/2025,21-Oct,Y,http://www.ceiventures.com,2,,,,,,,0,N,N,N,,,Y,N,N,Corporation,,DECEMBER,ME,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"49,750,522.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,312252,,,802-120243,ERA,1828838,5,POWERHOUSE CAPITAL,POWERHOUSE CAPITAL MANAGEMENT LLC,10351 SANTA MONICA BLVD,SUITE 425,LOS ANGELES,CA,United States,90025,N,203-561-2737,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,1/2/2021,,3/19/2025,21-Oct,Y,https://www.linkedin.com/company/19139138/,2,,,,,,,0,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,6,N,N,,N,,N,,N,,N,,Y,6,N,,"103,009,949.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
MIRO,332037,,,802-130708,ERA,,,"CURISA CAPITAL, LLC","CURISA CAPITAL, LLC",,,,,,,Y,347-625-7303,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,6/18/2024,,3/26/2025,21-Oct,N,,0,,,,,,,0,N,N,N,,254900PA43R3YPXE5H09,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,2,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,314586,,,802-123070,ERA,,,PCP GP INC.,PCP GP INC.,1310 GREENE AVENUE,SUITE 810,"WESTMOUNT, QUEBEC",,Canada,H3Z 2B2,N,5144992778,,1,,,,,,,,ZEV ZELMAN,"VICE PRESIDENT, GENERAL COUNSEL",(514) 499-2848,,1310 GREENE AVENUE,SUITE 810,"WESTMOUNT, QUEBEC",,Canada,H3Z 2B2,,,,ERA - Active,12/17/2021,,3/28/2025,21-Oct,Y,https://www.persistencecapital.com/,2,,,,,,,0,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,Y,Y,Y,Y,9,N,N,,N,,Y,9,N,,N,,N,,N,,"758,157,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,290048,,,802-111912,ERA,,,"DEFY PARTNERS MANAGEMENT, LLC","DEFY PARTNERS MANAGEMENT, LLC",2995 WOODSIDE ROAD,SUITE 400-273,WOODSIDE,CA,United States,94062,N,650-530-0193,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,9/24/2017,,3/27/2025,21-Oct,Y,HTTPS://DEFY.VC,6,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,5,N,N,,N,,N,,N,,N,,Y,5,N,,"814,064,512.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,159888,,,802-74699,ERA,,,LIM ADVISORS LIMITED,LIM ADVISORS LIMITED,1901 RUTTONJEE HOUSE,"11 DUDDELL STREET, CENTRAL",HONG KONG,,Hong Kong,,N,+852 2533 0900,+852 2533 0951,0,,,,,,,,VIVIAN LEE,HEAD OF COMPLIANCE,+852 2533 0917,+852 2533 0952,1901 RUTTONJEE HOUSE,"11 DUDDELL STREET, CENTRAL",HONG KONG,,Hong Kong,,VIVIAN.LEE@LIMADVISORS.COM,,,ERA - Active,3/19/2012,,3/25/2025,21-Oct,Y,https://www.limadvisors.com,2,156 WAI YIP STREET,,KWUN TONG,,Hong Kong,,1,Y,N,N,,213800JLOOMVYHQJC212,N,Y,N,Corporation,,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,2,0,0,Y,Y,Y,Y,Y,4,Y,Y,3,N,,Y,1,N,,N,,N,,N,,"188,733,261.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,285019,,,802-108590,ERA,,,ADP II GP LIMITED,ADP II GP LIMITED,MARTELLO COURT,ADMIRAL PARK,ST PETER PORT,,Guernsey,GY1 3HB,N,+44 1481 211 000,+44 1481 211 001,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,10/25/2016,,7/28/2024,21-Oct,N,,0,,,,,,,0,Y,N,N,,,N,Y,N,Other (specify),INCORPORATED ENTITY ORGANISED UNDER GUERNSEY LAW,MARCH,,Guernsey,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7,0,0,Y,Y,Y,Y,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,5,N,0,Y,N,0,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
CHRO,324303,,,802-127207,ERA,,,"COLLECTIVE STUDY, LLC","COLLECTIVE STUDY, LLC",,,,,,,Y,847-651-2286,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,12/19/2022,,4/29/2025,21-Oct,Y,https://www.81collection.com/,1,447 SUTTER STREET,SUITE 405,SAN FRANCISCO,CA,United States,94108,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,IL,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"49,711,141.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,335719,,,802-132610,ERA,,,BREGAL SAGEMOUNT BASECAMP I JERSEY LIMITED,BREGAL SAGEMOUNT BASECAMP I JERSEY LIMITED,"WINDWARD HOUSE, 2ND FLOOR",LA ROUTE DE LA LIBERATION,ST HELIER,,Jersey,JE2 3BQ,N,44 779 775 1274,,0,,,,,,,,MICHELLE RILEY,,2127043050,2125736234,"WINDWARD HOUSE, 2ND FLOOR",LA ROUTE DE LA LIBERATION,ST HELIER,,Jersey,JE2 3BQ,,,,ERA - Active,3/31/2025,,3/31/2025,21-Oct,N,,0,,,,,,,0,Y,N,N,,,N,Y,N,Other (specify),REGISTERED PRIVATE COMPANY,DECEMBER,,Jersey,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,43,0,0,Y,Y,Y,Y,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,3,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
